x,y,z,ring,intensity
-0.86895752,-6.932045,0.80720234,17,12
0.17169189,-3.5160217,-0.088758349,2,1
-0.86862183,-6.9193115,0.97955561,18,23
0.11380005,-3.7091484,-0.084253073,3,1
-0.87969971,-6.9447327,1.1474478,19,22
0.048187256,-3.9283371,-0.082958221,4,0
-0.88613892,-6.9548416,1.3158225,20,22
0.036071777,-3.9621239,0.016355872,5,1
-0.88748169,-6.9478149,1.4851279,21,24
0.010253906,-4.0430031,0.094132781,6,1
-0.88830566,-6.938942,1.6550167,22,12
-0.06137085,-4.2813301,0.10909057,7,0
-0.89190674,-6.9396667,1.8228827,23,26
-0.13250732,-4.5171509,0.13533223,8,0
-0.89559937,-6.9404984,1.9907475,24,19
-0.20993042,-4.7738495,0.16481864,9,0
-0.90560913,-6.9624405,2.1608517,25,12
-0.30880737,-5.102993,0.18273056,10,1
-3.3792725,-15.181202,2.8376942,26,0
-0.42828369,-5.5014496,0.19368052,11,0
-1.2635803,-8.1286163,2.5996141,27,2
-0.57644653,-5.9962921,0.19619441,12,1
-1.2987061,-8.2314835,2.8111324,28,1
-0.72375488,-6.486412,0.22493887,13,2
-0.84204102,-6.7060471,2.8067441,29,0
-0.85861206,-6.9329453,0.28595853,14,1
-7.2156372,-27.760242,6.3448629,30,6
-0.86193848,-6.9321747,0.46088302,15,4
-1.3250122,-8.2772522,3.4318099,31,0
-0.88964844,-6.9425354,0.63201094,16,6
0.2277832,-3.2936401,-0.068240881,1,1
-0.88885498,-6.9281158,0.80650961,17,13
0.15991211,-3.5198212,-0.092788339,2,1
-0.89022827,-6.9211121,0.97814894,18,22
0.10644531,-3.6957932,-0.078963399,3,1
-0.90133667,-6.9465332,1.1462257,19,22
0.038726807,-3.9198647,-0.080556512,4,0
-0.90664673,-6.9528275,1.3151064,20,22
0.028045654,-3.9483337,0.021128535,5,2
-0.91146851,-6.957283,1.4838175,21,22
0.0021057129,-4.0290298,0.098646164,6,1
-0.91110229,-6.944603,1.6542161,22,17
-0.072814941,-4.2759666,0.10959506,7,0
-0.91070557,-6.9319458,1.8225107,23,28
-0.14614868,-4.5169487,0.13366807,8,1
-0.91781616,-6.9442596,1.990479,24,19
-0.22540283,-4.7770958,0.16190612,9,0
-0.92559814,-6.9585037,2.1605289,25,13
-0.3241272,-5.1023598,0.18120897,10,1
-3.4198914,-15.162735,2.8364789,26,0
-0.44363403,-5.4968414,0.19336843,11,0
-1.3946838,-8.4784241,2.6298895,27,0
-0.5904541,-5.9820175,0.1984899,12,1
-1.3134766,-8.1979446,2.807713,28,1
-0.74072266,-6.4772568,0.22553456,13,2
-0.86184692,-6.7042236,2.8068783,29,1
-0.87854004,-6.9289856,0.28512859,14,1
-0.88522339,-6.9395218,0.45775056,15,3
-0.91256714,-6.939682,0.63087726,16,4
0.21209717,-3.3087959,-0.079431772,1,1
-0.91461182,-6.934761,0.80397046,17,12
0.15332031,-3.5013008,-0.084392905,2,1
-0.91308594,-6.9183044,0.97720039,18,23
0.094848633,-3.6922684,-0.079199076,3,1
-0.92483521,-6.94561,1.1451612,19,22
0.026916504,-3.9144058,-0.079931378,4,0
-0.93252563,-6.959549,1.3135362,20,21
0.011016846,-3.9602585,0.013379812,5,1
-0.93383789,-6.9525528,1.4832594,21,25
-0.010040283,-4.0234299,0.099179745,6,1
-0.93460083,-6.9437332,1.6535697,22,17
-0.086242676,-4.2718887,0.10932243,7,0
-0.93533325,-6.9348984,1.8219612,23,29
-0.15817261,-4.5054626,0.13619649,8,1
-0.9413147,-6.9433823,1.9901111,24,19
-0.23928833,-4.7689133,0.16292262,9,0
-0.94973755,-6.9595184,2.160372,25,12
-0.33798218,-5.0901985,0.18334854,10,1
-3.4791565,-15.186447,2.8378713,26,0
-0.4619751,-5.4952736,0.19187415,11,0
-3.4795532,-15.163258,3.2063332,27,1
-0.61032104,-5.9800072,0.19705379,12,1
-1.3579102,-8.2509613,2.8139362,28,2
-0.76107788,-6.4710693,0.2251215,13,2
-0.9041748,-6.935463,0.28162873,14,1
-7.4278259,-27.865402,6.3663549,30,6
-0.90753174,-6.9347763,0.45691657,15,3
-10.882416,-38.979389,9.1292391,31,10
-0.93255615,-6.9314804,0.63080537,16,2
0.20230103,-3.3057785,-0.079630852,1,1
-0.93569946,-6.930336,0.80325329,17,14
0.13995361,-3.5082092,-0.090350866,2,1
-0.93530273,-6.9176941,0.97602278,18,22
0.083404541,-3.6906052,-0.08033812,3,1
-0.94952393,-6.9526062,1.143292,19,21
0.015869141,-3.909111,-0.079292059,4,0
-0.95550537,-6.9608459,1.3124729,20,19
-0.0017700195,-3.9601326,0.011475086,5,0
-0.95794678,-6.9576797,1.4821523,21,25
-0.021972656,-4.0197639,0.098937631,6,1
-0.95690918,-6.9431305,1.6529478,22,16
-0.10101318,-4.2751045,0.10607529,7,0
-0.95819092,-6.9362259,1.8214574,23,30
-0.17260742,-4.5049477,0.13451684,8,1
-0.96368408,-6.9427872,1.9897678,24,19
-0.25396729,-4.7663803,0.16197503,9,0
-0.97271729,-6.9608231,2.1602395,25,5
-0.35412598,-5.0892067,0.18180943,10,1
-3.5205994,-15.161182,2.8362508,26,0
-0.47937012,-5.4939308,0.19039941,11,0
-3.530365,-15.168484,3.2070622,27,0
-0.62860107,-5.9763947,0.19616663,12,1
-1.381134,-8.2396545,2.813019,28,2
-0.78079224,-6.4670334,0.22425008,13,2
-1.2722168,-7.8771057,2.9667964,29,1
-0.9236145,-6.925415,0.2820853,14,1
-0.93777466,-6.7934647,2.9881749,30,0
-0.9303894,-6.9359665,0.45493305,15,3
-1.3819275,-8.2023087,3.4205492,31,0
0.19540405,-3.3095436,-0.083811879,1,1
-0.95410156,-6.9356995,0.80106199,17,14
0.14208984,-3.4799423,-0.076179981,2,1
-0.95370483,-6.923111,0.97410798,18,21
0.078491211,-3.6840019,-0.078713059,3,1
-0.96621704,-6.9523087,1.1422763,19,21
0.0087585449,-3.9074402,-0.080388427,4,0
-0.97106934,-6.9567413,1.311918,20,17
-0.0079345703,-3.9549599,0.012084246,5,1
-0.97290039,-6.9516907,1.4817588,21,24
-0.030944824,-4.0233154,0.09554708,6,1
-0.97363281,-6.9428787,1.6523504,22,17
-0.10641479,-4.2643051,0.10882378,7,0
-0.97369385,-6.9321594,1.8210434,23,28
-0.18301392,-4.5082092,0.13144445,8,1
-0.98455811,-6.9558945,1.9896212,24,15
-0.26400757,-4.765873,0.1603837,9,0
-0.98944092,-6.9605484,2.1600599,25,5
-0.36450195,-5.0866241,0.1809051,10,1
-1.6115723,-8.9352646,2.4515102,26,0
-0.48974609,-5.4873581,0.19066048,11,0
-1.5358582,-8.6797638,2.647716,27,0
-0.63858032,-5.9638596,0.1979382,12,0
-0.79211426,-6.4540253,0.22581279,13,2
-0.94250488,-6.9324951,0.27863371,14,1
-1.7495117,-9.3160172,3.3936276,30,0
-0.94760132,-6.9374771,0.45297384,15,3
-1.3973389,-8.1858597,3.4183416,31,1
-0.9720459,-6.9363708,0.62690926,16,6
0.18218994,-3.3199158,-0.091987371,1,1
-0.97463989,-6.9334106,0.80006981,17,13
0.12423706,-3.5037804,-0.091705799,2,1
-0.97598267,-6.9265213,0.97244644,18,20
0.069732666,-3.6756859,-0.076170564,3,1
-0.98736572,-6.9519272,1.1412605,19,21
-0.003692627,-3.9091873,-0.083235264,4,0
-0.99462891,-6.9639816,1.3103952,20,15
-0.02053833,-3.9567146,0.0093605518,5,1
-0.99526978,-6.9551315,1.4807906,21,24
-0.042755127,-4.021553,0.094528556,6,1
-0.99716187,-6.9501572,1.6514797,22,17
-0.11834717,-4.2605743,0.1085825,7,0
-0.99545288,-6.9337387,1.8205639,23,27
-0.19338989,-4.4971161,0.13400722,8,1
-1.0045166,-6.9517288,1.9892527,24,8
-0.27563477,-4.7562866,0.16209662,9,0
-1.0094299,-6.9563828,2.1597381,25,6
-0.37927246,-5.0840034,0.18000078,10,1
-0.5050354,-5.4825554,0.19035017,11,0
-3.7842407,-15.691357,3.252718,27,1
-0.65408325,-5.9549599,0.19865596,12,0
-1.1253052,-7.2888947,2.7081151,28,2
-0.81011963,-6.4483871,0.22544765,13,2
-1.3044128,-7.8407669,2.9628277,29,0
-0.96359253,-6.9320221,0.27693021,14,1
-0.58493042,-5.5685158,2.7925782,30,0
-0.96868896,-6.9370346,0.45140624,15,3
-0.9967041,-6.9471588,0.62340415,16,12
0.1723938,-3.3186417,-0.093173623,1,1
-0.99575806,-6.9329529,0.7987777,17,12
0.11599731,-3.4956474,-0.089029431,2,1
-0.99642944,-6.9241791,0.97154677,18,21
0.057922363,-3.6775246,-0.079129577,3,2
-1.0073853,-6.9476929,1.14066,19,21
-0.010925293,-3.8936996,-0.077328682,4,0
-1.0146179,-6.9597321,1.3098404,20,22
-0.033203125,-3.9584312,0.0066367388,5,1
-1.0164795,-6.9547043,1.4800524,21,22
-0.053924561,-4.0180016,0.094301343,6,1
-1.0171509,-6.9459381,1.6510189,22,17
-0.13238525,-4.2638931,0.10535049,7,0
-1.0202026,-6.9447784,1.8199742,23,29
-0.20812988,-4.5002861,0.13093495,8,1
-1.0238953,-6.9455948,1.9888601,24,13
-0.29052734,-4.7574921,0.15984499,9,0
-1.0306396,-6.9559479,2.1595588,25,12
-0.3928833,-5.0776863,0.18033016,10,1
-1.4158936,-8.1512299,2.4030294,26,0
-0.52038574,-5.4777145,0.19004023,11,0
-1.5562134,-8.5772018,2.6392012,27,0
-0.67071533,-5.9496918,0.19831944,12,0
-1.1395569,-7.2635345,2.7056,28,0
-0.824646,-6.431572,0.22797787,13,1
-0.98583984,-6.9352112,0.27435195,14,1
-0.98703003,-6.766304,2.9855132,30,0
-0.99212646,-6.9440002,0.44827116,15,3
-1.0184937,-6.9443359,0.62229538,16,6
0.16461182,-3.3088722,-0.08937788,1,1
-1.0180969,-6.9320374,0.79746115,17,14
0.10720825,-3.4873085,-0.086364508,2,1
-1.018158,-6.921402,0.97062296,18,23
0.045959473,-3.6774406,-0.081184745,3,2
-1.0291748,-6.9449005,1.1398277,19,22
-0.025085449,-3.8985977,-0.081939816,4,0
-1.0352173,-6.9531479,1.3094231,20,24
-0.046569824,-3.9598885,0.003898859,5,1
-1.0394897,-6.955719,1.4791741,21,22
-0.065826416,-4.0141945,0.094060183,6,2
-1.0383301,-6.9412537,1.6505338,22,16
-0.14505005,-4.2598534,0.10509467,7,1
-1.0413818,-6.9401016,1.8195356,23,29
-0.21813965,-4.4853134,0.13489294,8,1
-1.0462646,-6.944725,1.9885166,24,12
-0.30407715,-4.7511864,0.1602205,9,0
-1.0536499,-6.9569778,2.159426,25,10
-0.40673828,-5.069252,0.1812588,10,1
-0.53717041,-5.47435,0.18913913,11,0
-1.5859375,-8.5823669,2.6398327,27,0
-0.68716431,-5.9403763,0.19901788,12,0
-1.4416199,-8.1232986,2.8014598,28,1
-0.84484863,-6.4291763,0.22662663,13,1
-0.95544434,-6.6113358,2.7968261,29,1
-1.0075684,-6.9323578,0.27306092,14,1
-1.0145264,-6.9430313,0.44667852,15,3
-11.518188,-39.067585,9.166749,31,11
-1.0420532,-6.95121,0.61948061,16,5
0.15124512,-3.3191261,-0.097555161,1,1
-1.0404053,-6.9351883,0.79556835,17,14
0.095367432,-3.4908638,-0.090394735,2,1
-1.0411072,-6.9264984,0.96870643,18,22
0.034637451,-3.6775131,-0.083227277,3,1
-1.0521851,-6.9500046,1.1381886,19,23
-0.03704834,-3.8985176,-0.083910823,4,0
-1.0570679,-6.9544678,1.3083842,20,24
-0.058685303,-3.9597893,0.0020079613,5,1
-1.062561,-6.9608536,1.4780897,21,18
-0.077026367,-4.010582,0.093833685,6,2
-1.0613403,-6.9464188,1.6497304,22,17
-0.15301514,-4.2436447,0.11009037,7,1
-1.062561,-6.9395599,1.8190776,23,27
-0.2322998,-4.4866219,0.13252544,8,1
-1.0693054,-6.9498901,1.98827,24,20
-0.31735229,-4.7469025,0.1599524,9,0
-1.0798645,-6.9716339,2.1598139,25,14
-0.4203186,-5.06287,0.1815896,10,1
-0.55007935,-5.4621048,0.19112027,11,0
-1.5993042,-8.5424271,2.6365681,27,0
-0.70431519,-5.9368591,0.19815481,12,0
-1.4419861,-8.0479279,2.7934368,28,0
-0.86102295,-6.4178467,0.22771192,13,1
-1.0298767,-6.9354095,0.2704823,14,1
-1.8708191,-9.3313599,3.3993526,30,0
-1.0344849,-6.9386444,0.44589472,15,3
-1.065094,-6.9478378,0.61834717,16,5
-1.0646057,-6.9356155,0.79392695,17,14
0.088104248,-3.4755821,-0.083907008,2,1
-1.0628357,-6.9194107,0.96826714,18,22
0.024688721,-3.6686783,-0.080708027,3,1
-1.076416,-6.9504623,1.1369159,19,29
-0.046600342,-3.8859558,-0.079779863,4,0
-1.0813293,-6.9549332,1.307296,20,28
-0.070556641,-3.9539986,0.0025905371,5,1
-1.0868835,-6.9613342,1.4771864,21,18
-0.090179443,-4.0082207,0.092787981,6,2
-1.0856018,-6.946907,1.6490149,22,17
-0.16912842,-4.248127,0.10608065,7,1
-1.086792,-6.9400635,1.8185482,23,29
-0.24752808,-4.4855957,0.130831,8,1
-1.0929871,-6.9484863,1.9879018,24,18
-0.33163452,-4.7402458,0.16031253,9,0
-1.1004639,-6.9607086,2.1592305,25,15
-0.43795776,-5.063118,0.17941761,10,1
-0.5713501,-5.4692955,0.18676519,11,0
-1.5099792,-8.1815796,2.6056223,27,1
-0.71881104,-5.9179344,0.20147419,12,0
-1.4147949,-7.8810654,2.7752848,28,1
-0.87939453,-6.4057312,0.22875297,13,1
-0.92727661,-6.395256,2.768374,29,1
-1.0510254,-6.9264603,0.27047992,14,1
-9.9478455,-33.614437,7.3089614,30,17
-1.0604858,-6.9445953,0.44270897,15,3
-1.0874939,-6.9466705,0.6168921,16,5
-1.0870056,-6.9344788,0.79261005,17,14
0.079986572,-3.4654884,-0.080280662,2,1
-1.0870361,-6.9239655,0.96632552,18,22
0.012207031,-3.6701698,-0.08368063,3,1
-1.0982666,-6.9474564,1.1360836,19,29
-0.060852051,-3.8907204,-0.084391475,4,0
-1.1031799,-6.9519272,1.306556,20,29
-0.083374023,-3.9536018,0.00068628788,5,1
-1.1099854,-6.9621201,1.4763075,21,21
-1.1099548,-6.9515152,1.6481861,22,15
-0.18173218,-4.2439804,0.10582626,7,1
-1.1092529,-6.9389877,1.8180656,23,29
-0.26138306,-4.4829979,0.12985754,8,0
-1.1160889,-6.9493027,1.9875818,24,18
-0.34396362,-4.7302322,0.16201293,9,0
-1.1235657,-6.9615021,2.159097,25,17
-0.45120239,-5.052742,0.18096566,10,1
-0.58401489,-5.4530106,0.18987429,11,0
-1.6488037,-8.5177917,2.6348629,27,0
-0.73455811,-5.9066505,0.20270419,12,0
-1.3877869,-7.722435,2.7580206,28,1
-0.89956665,-6.4031639,0.22740364,13,1
-0.9744873,-6.4736786,2.7795122,29,2
-1.074585,-6.9289627,0.26787651,14,1
-1.0780029,-6.9284973,0.44425476,15,5
-1.5532227,-8.1812286,3.4231231,31,0
-1.1081543,-6.9481049,0.61513972,16,5
-1.1076355,-6.9359665,0.79104149,17,13
0.070373535,-3.4641457,-0.081422448,2,1
-1.1095276,-6.9311295,0.96417743,18,24
0.00045776367,-3.6737328,-0.087544799,3,1
-1.1183167,-6.9470749,1.1350924,19,28
-0.069335938,-3.8821983,-0.081969261,4,0
-1.1251221,-6.9572372,1.3052173,20,29
-0.094299316,-3.9518929,-0.00035643578,5,1
-1.1332092,-6.9712296,1.4750146,21,21
-0.11477661,-4.0078049,0.089170575,6,5
-1.1300049,-6.9511642,1.6476125,22,17
-0.19284058,-4.240284,0.10560226,7,1
-1.1298828,-6.9405441,1.8176093,23,26
-0.27078247,-4.4719734,0.13244104,8,0
-1.1354675,-6.947052,1.9872631,24,19
-0.36044312,-4.7386742,0.15713274,9,0
-1.1462097,-6.9687119,2.1592238,25,14
-0.46557617,-5.0519638,0.17946434,10,1
-7.8043518,-26.805252,3.5555162,26,3
-0.60006714,-5.4537354,0.18786776,11,0
-0.75119019,-5.9051743,0.20133591,12,0
-1.4580688,-7.8646545,2.7741885,28,1
-0.9163208,-6.3975945,0.22706556,13,1
-1.0939331,-6.9266357,0.26663518,14,1
-1.1022339,-6.9410858,0.43996489,15,3
-1.1312256,-6.9486694,0.61333811,16,5
-1.1300659,-6.9346924,0.78972459,17,13
