x,y,z,ring,intensity
0.06010437,7.8553467,-0.18341529,0,10
-0.74882507,13.253326,2.0678625,8,11
-0.13606262,9.1620178,-0.20955622,1,2
-0.56906128,12.083557,2.4641166,9,1
-0.41656494,11.043152,-0.25779355,2,2
-0.80302429,13.658264,3.0162783,10,7
-0.72686768,13.117645,-0.20482409,3,2
-0.80395508,13.703583,3.4964066,11,8
-0.72355652,13.133118,0.25313377,4,16
-0.80317688,13.721802,3.9795227,12,10
-0.72596741,13.171631,0.70603395,5,18
-0.79975891,13.738678,4.4688725,13,29
-0.72691345,13.200378,1.1593258,6,12
-0.72416687,13.255554,4.8503966,14,7
-0.72566223,13.229645,1.6128838,7,7
-0.72337341,13.273254,5.3382602,15,5
0.08757019,7.8418884,-0.17878115,0,10
-0.70985413,13.285461,2.0681639,8,5
-0.10624695,9.1625061,-0.2087177,1,4
-0.53771973,12.140747,2.4666436,9,1
-0.38395691,11.067841,-0.26173222,2,2
-0.76091003,13.678619,3.0173664,10,10
-0.68681335,13.139587,-0.20745838,3,2
-0.76112366,13.720032,3.4975009,11,11
-0.68635559,13.174744,0.24857569,4,16
-0.75941467,13.7323,3.9800358,12,10
-0.68721008,13.203552,0.70361626,5,9
-0.75907898,13.770538,4.4736781,13,25
-0.69038391,13.248199,1.156944,6,5
-0.6864624,13.2966,4.8583245,14,7
-0.68986511,13.283447,1.6118503,7,5
-0.68611145,13.317841,5.3484354,15,7
0.11129761,7.8531494,-0.18092549,0,10
-0.67066956,13.317444,2.068465,8,5
-0.075057983,9.1532898,-0.20560992,1,2
-0.50318909,12.17807,2.468163,9,1
-0.35682678,11.131317,-0.27338159,2,2
-0.715271,13.691345,3.0177684,10,5
-0.64608765,13.157471,-0.20945895,3,2
-0.71681213,13.726471,3.4973969,11,5
-0.64916992,13.218231,0.24376965,4,4
-0.7183075,13.778168,3.986105,12,5
-0.65138245,13.25705,0.69923759,5,4
-0.71348572,13.769196,4.4720626,13,14
-0.65046692,13.290314,1.1548827,6,5
-0.64959717,13.345245,4.8680367,14,7
-0.6532135,13.333191,1.6108942,7,5
-0.64439392,13.349243,5.3550081,15,5
0.13804626,7.8530579,-0.17994392,0,10
-0.62986755,13.355591,2.0688536,8,5
-0.041854858,9.1403198,-0.20159805,1,4
-0.46411133,12.199799,2.4688716,9,1
-0.32081604,11.148315,-0.27578318,2,2
-0.67340088,13.731506,3.020555,10,7
-0.6035614,13.179504,-0.21209824,3,6
-0.67396545,13.76059,3.5006442,11,5
-0.6089325,13.257996,0.23945343,4,2
-0.71452332,14.094025,4.0348053,12,5
-0.61073303,13.294983,0.69627941,5,4
-0.6650238,13.76413,4.469687,13,10
-0.60858154,13.320374,1.1534731,6,5
-0.60693359,13.370972,4.8723903,14,7
-0.61228943,13.371277,1.6101656,7,3
-0.60380554,13.390076,5.36415,15,7
0.16424561,7.85672,-0.18000519,0,10
-0.58934021,13.397552,2.0693038,8,5
-0.011672974,9.1484375,-0.20257747,1,2
-0.4173584,12.165955,2.4667616,9,1
-0.28309631,11.153564,-0.27587116,2,2
-0.651474,13.919586,3.0361152,10,5
-0.56251526,13.213074,-0.21663845,3,2
-0.6207428,13.719849,3.4947805,11,2
-0.56707764,13.287842,0.23637569,4,2
-0.60595703,13.654205,3.964262,12,18
-0.56983948,13.332825,0.69332111,5,4
-0.60505676,13.673248,4.4506936,13,14
-0.56654358,13.350372,1.1520634,6,5
-0.56080627,13.389099,4.8749552,14,7
-0.56898499,13.393341,1.6097482,7,5
-0.56193542,13.423157,5.3712368,15,7
0.19203186,7.858551,-0.17954767,0,7
-0.54910278,13.443359,2.0698154,8,5
0.020584106,9.152832,-0.20265257,1,4
-0.37457275,12.175751,2.466862,9,1
-0.24278259,11.139191,-0.27210319,2,2
-0.57209778,13.684998,3.0152278,10,3
-0.52110291,13.262482,-0.22371876,3,2
-0.55845642,13.626099,3.48244,11,34
-0.52607727,13.325409,0.23230696,4,2
-0.5750885,13.778015,3.9826875,12,26
-0.52642822,13.370789,0.69035721,5,4
-0.55264282,13.652527,4.4452929,13,14
-0.52586365,13.39209,1.1500013,6,5
-0.51989746,13.429993,4.8828769,14,7
-0.52432251,13.423553,1.60917,7,3
-0.51756287,13.45636,5.3783178,15,7
0.22099304,7.8409424,-0.17387187,0,5
-0.50318909,13.465576,2.0699511,8,5
0.051071167,9.158783,-0.20317757,1,4
-0.34202576,12.248535,2.4701881,9,3
-0.20878601,11.187195,-0.28067791,2,2
-0.50816345,13.574799,3.0050678,10,33
-0.47395325,13.252747,-0.22128856,3,4
-0.51719666,13.671539,3.4871273,11,24
-0.4810791,13.351288,0.22971928,4,2
-0.50724792,13.639404,3.9597168,12,26
-0.48300171,13.392548,0.68882513,5,4
-0.50798035,13.672241,4.4478288,13,31
-0.48365784,13.441895,1.1474988,6,5
-0.47920227,13.47464,4.8916903,14,7
-0.48428345,13.473114,1.6082073,7,5
-0.47599792,13.494904,5.3869452,15,5
0.245224,7.8596191,-0.17810452,0,5
-0.46165466,13.505157,2.0703697,8,5
0.082321167,9.1588745,-0.2023412,1,4
-0.35221863,12.664062,2.490921,9,12
-0.16355896,11.133636,-0.26919734,2,2
-0.46028137,13.566864,3.0037689,10,26
-0.42793274,13.250671,-0.22012484,3,2
-0.46257019,13.612427,3.4791093,11,42
-0.4420929,13.408264,0.22317255,4,2
-0.46086121,13.645264,3.95961,12,42
-0.44194031,13.433899,0.68550956,5,4
-0.45980835,13.66449,4.4450779,13,28
-0.44093323,13.471466,1.1460887,6,5
-0.43629456,13.503662,4.8969359,14,7
-0.44242859,13.51062,1.6074781,7,3
-0.4332428,13.525635,5.3935175,15,7
0.27287292,7.8513794,-0.17503583,0,2
-0.42036438,13.548584,2.0708499,8,5
0.11569214,9.141449,-0.19741952,1,2
-0.29685974,12.568298,2.4856911,9,28
-0.12063599,11.095459,-0.26080048,2,2
-0.41777039,13.602234,3.0062165,10,29
-0.38551331,13.277802,-0.22371447,3,4
-0.41725159,13.626038,3.4799614,11,21
-0.3993988,13.437531,0.2200942,4,2
-0.40109253,13.479065,0.68183708,5,4
-0.41525269,13.685852,4.4479918,13,7
-0.39897156,13.50882,1.1442435,6,5
-0.39509583,13.548004,4.9057488,14,7
-0.40034485,13.548065,1.6067488,7,3
-0.391922,13.569672,5.403686,15,7
0.29905701,7.8545532,-0.17509592,0,2
-0.37992859,13.581696,2.0711808,8,6
0.14546204,9.1528931,-0.19930542,1,2
-0.24784851,12.519928,2.4828773,9,19
-0.077529907,11.037415,-0.24854219,2,2
-0.3759613,13.625336,3.007648,10,5
-0.33876038,13.269501,-0.22159994,3,6
-0.37651062,13.658966,3.4832158,11,5
-0.35974121,13.474304,0.21602976,4,2
-0.37409973,13.687714,3.9643431,12,7
-0.35900879,13.516235,0.67887783,5,4
-0.37631226,13.735962,4.4565759,13,7
-0.36003113,13.553741,1.1419684,6,5
-0.35041809,13.565125,4.908319,14,7
-0.35986328,13.581085,1.6061027,7,3
-0.35282898,13.615173,5.4143729,15,5
0.32305908,7.8651733,-0.1772393,0,2
-0.33743286,13.618896,2.071568,8,6
0.1749115,9.1543884,-0.19891846,1,2
-0.20335388,12.488953,2.4809747,9,19
-0.038848877,11.03009,-0.24631369,2,2
-0.33280945,13.658508,3.0099254,10,5
-0.29747009,13.288269,-0.22391593,3,6
-0.33505249,13.707794,3.4883823,11,5
-0.31755066,13.5112,0.2119602,4,2
-0.3311615,13.724518,3.9691777,12,7
-0.31806946,13.545105,0.67663729,5,4
-0.33453369,13.784363,4.464776,13,7
-0.31666565,13.582886,1.1405578,6,5
-0.30915833,13.613098,4.9180231,14,7
-0.31730652,13.618286,1.6053729,7,3
-0.30915833,13.643616,5.4204316,15,5
0.35429382,7.8356934,-0.16843474,0,2
-0.29470825,13.656006,2.0719552,8,6
0.20652771,9.1638794,-0.20035374,1,4
-0.1539917,12.450317,2.4786611,9,21
0.00019836426,11.018768,-0.24331367,2,2
-0.28990173,13.695465,3.0125427,10,5
-0.2507019,13.29953,-0.22497499,3,6
-0.28874207,13.737,3.4911468,11,5
-0.27514648,13.547974,0.20789027,4,2
-0.28797913,13.76123,3.9740119,12,7
-0.27322388,13.582214,0.67367256,5,4
-0.28834534,13.81723,4.4699497,13,7
-0.27531433,13.631775,1.1380593,6,5
-0.26502991,13.637695,4.9223771,14,7
-0.27220154,13.655518,1.6046379,7,3
-0.26405334,13.681732,5.4290528,15,5
0.38002014,7.8424377,-0.16953743,0,2
-0.24894714,13.689209,2.0722752,8,6
0.23835754,9.1576233,-0.19815433,1,2
-0.10853577,12.425232,2.477057,9,15
0.038467407,11.030823,-0.24494493,2,2
-0.24633789,13.728333,3.0148199,10,5
-0.20570374,13.306488,-0.22539485,3,4
-0.24584961,13.777649,3.4953539,11,5
-0.23103333,13.592743,0.20282364,4,2
-0.24497986,13.801758,3.9794641,12,7
-0.23129272,13.626892,0.66999912,5,4
-0.24302673,13.837982,4.4728637,13,7
-0.23152161,13.660675,1.1366484,6,5
-0.22447205,13.697021,4.9347563,14,7
-0.22917175,13.692383,1.6039078,7,3
-0.22337341,13.719238,5.4376845,15,5
0.40527344,7.8412476,-0.16855037,0,2
-0.20806885,13.725769,2.0726671,8,6
0.26942444,9.1433105,-0.19413459,1,2
-0.065597534,12.401642,2.4755588,9,17
0.07472229,11.026825,-0.24348247,2,2
-0.2073822,13.784607,3.0191441,10,5
-0.16313171,13.314972,-0.22612584,3,4
-0.20465088,13.814026,3.4990873,11,5
-0.19120789,13.636841,0.19776714,4,2
-0.20530701,13.853638,3.986774,12,5
-0.190979,13.667236,0.66668749,5,4
-0.18455505,13.7099,4.4470897,13,7
-0.19235229,13.712982,1.1339371,6,5
-0.18183899,13.717224,4.9382229,14,7
-0.18862915,13.732849,1.6031048,7,3
-0.18321228,13.764282,5.4483705,15,5
0.43013,7.843811,-0.1686064,0,2
-0.16816711,13.774109,2.0732436,8,6
0.29957581,9.1366272,-0.19193041,1,2
0.11172485,11.014862,-0.24047673,2,2
-0.16291809,13.813232,3.0210803,10,5
-0.12132263,13.331177,-0.22812474,3,4
-0.16358948,13.854156,3.5032997,11,5
-0.14955139,13.6651,0.19469333,4,2
-0.15504456,13.827026,3.9817276,12,7
-0.15122986,13.715332,0.66266191,5,4
-0.13673401,13.67923,4.4401946,13,3
-0.14889526,13.749573,1.1320907,6,5
-0.14143372,13.760529,4.9470396,14,7
-0.14863586,13.781128,1.6021453,7,3
-0.14103699,13.815216,5.4605918,15,3
0.45629883,7.8464661,-0.16866529,0,2
-0.1209259,13.774841,2.0730767,8,6
0.32911682,9.1513062,-0.19472349,1,2
-0.11778259,13.77771,2.5445175,9,4
0.14933777,11.014679,-0.23978889,2,2
-0.11283875,13.786163,3.0182524,10,3
-0.077926636,13.355377,-0.23139632,3,4
-0.11146545,13.807465,3.4969645,11,5
-0.10731506,13.713165,0.18913543,4,2
-0.1030426,13.780518,3.9735947,12,5
-0.10688782,13.743774,0.66041529,5,4
-0.089096069,13.672119,4.4378247,13,3
-0.10250854,13.758179,1.131768,6,2
-0.098388672,13.803986,4.9558516,14,7
-0.097518921,13.742004,1.6029,7,3
-0.096466064,13.844849,5.4671626,15,5
0.48469543,7.8259277,-0.16246378,0,2
-0.067672729,13.7117,2.0719275,8,4
0.35948181,9.1582031,-0.19570029,1,2
-0.063766479,13.706635,2.5405941,9,4
0.18695068,11.014343,-0.23910081,2,2
-0.059951782,13.727173,3.0127032,10,3
-0.032333374,13.357758,-0.23118103,3,2
-0.060043335,13.764526,3.4911098,11,5
-0.058059692,13.689941,0.19250154,4,2
-0.053604126,13.757477,3.9691677,12,5
-0.054901123,13.692719,0.66530848,5,2
-0.052108765,13.778229,4.4573507,13,7
-0.049743652,13.698975,1.1351469,6,2
-0.055404663,13.851135,4.9655542,14,7
-0.045578003,13.690674,1.6038904,7,3
-0.05241394,13.882019,5.4757886,15,5
0.50971985,7.8399048,-0.16565216,0,2
-0.01701355,13.672211,2.0711482,8,4
0.39112854,9.1513672,-0.19349897,1,4
-0.013900757,13.675171,2.5386817,9,4
0.22599792,10.998291,-0.23532617,2,2
-0.0096740723,13.691833,3.0091968,10,5
0.013076782,13.361969,-0.23128235,3,2
-0.013961792,13.776733,3.4919634,11,5
-0.0064544678,13.638916,0.19933963,4,2
-0.010360718,13.801147,3.9752378,12,5
-0.0032958984,13.641449,0.67020297,5,2
-0.011566162,13.852966,4.4708357,13,7
0.0036621094,13.627686,1.1391805,6,5
-0.01109314,13.886536,4.9725819,14,5
0.005279541,13.647156,1.6047256,7,3
-0.0081329346,13.919098,5.4844141,15,5
0.53703308,7.8345642,-0.16362345,0,2
0.031082153,13.664459,2.0708606,8,6
0.42337036,9.1424561,-0.19084322,1,2
0.031417847,13.699249,2.539583,9,4
0.26368713,11.001587,-0.2354089,2,2
0.033981323,13.735687,3.0124953,10,5
0.05871582,13.369995,-0.23201716,3,2
0.033111572,13.784882,3.4923384,11,5
0.046722412,13.571869,0.20816219,4,2
0.03338623,13.848633,3.9819245,12,5
0.04850769,13.589966,0.67509842,5,4
0.033737183,13.884521,4.4760156,13,7
0.05229187,13.611877,1.1401665,6,5
0.034011841,13.921783,4.9796095,14,7
0.052261353,13.651245,1.6046226,7,3
0.036651611,13.959839,5.4940662,15,5
0.56217957,7.8483582,-0.16681182,0,2
0.074188232,13.708313,2.0713711,8,6
0.4539032,9.1470642,-0.19136512,1,2
0.074661255,13.743073,2.5414884,9,4
0.30250549,10.985229,-0.23163378,2,2
0.077697754,13.775421,3.0154533,10,5
0.10401917,13.375824,-0.23243511,3,4
0.075698853,13.840332,3.4984622,11,8
0.093215942,13.571838,0.20855582,4,2
0.078201294,13.880188,3.9861422,12,5
0.09173584,13.629669,0.67178249,5,4
0.078048706,13.923767,4.4827051,13,7
0.094619751,13.663574,1.1374503,6,5
0.08039856,13.937469,4.9821792,14,5
0.09538269,13.695007,1.6037369,7,3
0.085220337,13.950378,5.4903665,15,5
0.58930969,7.8389587,-0.16373909,0,2
0.11775208,13.750031,2.0718505,8,6
0.48429871,9.1534729,-0.19234097,1,2
0.11820984,13.786713,2.5433936,9,4
0.3421936,10.95694,-0.22554314,2,2
0.12232971,13.807068,3.0177312,10,5
0.14918518,13.383514,-0.23316944,3,4
0.12088013,13.86795,3.5012326,11,5
0.13650513,13.611237,0.2039907,4,2
0.12321472,13.911621,3.9903593,12,7
0.13619995,13.657257,0.66953766,5,4
0.12477112,13.935455,4.4841104,13,7
0.13824463,13.703186,1.1353872,6,5
0.13240051,13.883026,4.9687028,14,5
0.13960266,13.728668,1.6030467,7,5
0.13749695,13.892548,5.4738293,15,5
0.61726379,7.8179626,-0.15753543,0,2
0.16236877,13.781616,2.0721765,8,6
0.51506042,9.1559143,-0.19240844,1,2
0.16262817,13.822296,2.5448971,9,6
0.37892151,10.963806,-0.22639596,2,2
0.16716003,13.838562,3.0200086,10,5
0.19529724,13.379181,-0.23200119,3,4
0.16622925,13.895386,3.504003,11,5
0.17886353,13.66629,0.19744158,4,2
0.17442322,13.864075,3.9822307,12,5
0.18022156,13.692657,0.66657841,5,4
0.17721558,13.872528,4.4711742,13,7
0.18273926,13.73468,1.1337597,6,5
0.1802063,13.878906,4.9668159,14,5
0.18312073,13.77417,1.6021214,7,5
0.184021,13.905823,5.4762931,15,3
0.64247131,7.8314514,-0.16072309,0,2
0.20777893,13.805115,2.0723801,8,6
0.54695129,9.1426697,-0.18884337,1,2
0.20817566,13.845795,2.5457981,9,4
0.41670227,10.956787,-0.22454822,2,5
0.21626282,13.81427,3.017525,10,3
0.24092102,13.380615,-0.23178375,3,2
0.21638489,13.859344,3.4991097,11,5
0.22303772,13.701447,0.19337177,4,2
0.22499084,13.820282,3.97472,12,5
0.22476196,13.723938,0.66397631,5,4
0.22468567,13.872131,4.4703164,13,7
0.2263031,13.781952,1.1312604,6,5
0.2275238,13.913696,4.9738388,14,5
0.22738647,13.813568,1.6013134,7,3
0.22828674,13.951721,5.4874864,15,5
0.67016602,7.8295898,-0.15973961,0,2
0.25769043,13.766602,2.0716348,8,4
0.57987976,9.1353149,-0.18664324,1,2
0.26292419,13.77359,2.5418758,9,4
0.454422,10.949677,-0.22269952,2,5
0.26573181,13.78186,3.0143619,10,3
0.2882843,13.389984,-0.23283947,3,4
0.26834106,13.827209,3.4946914,11,5
0.26881409,13.716675,0.191782,4,2
0.26899719,13.867035,3.9814072,12,5
0.27131653,13.763214,0.66065478,5,4
0.27153015,13.914856,4.477756,13,7
0.27510071,13.757385,1.1326838,6,5
0.27244568,13.952026,4.9817586,14,5
0.2802887,13.765137,1.6022253,7,1
0.27574158,13.989929,5.4966207,15,7
0.69602966,7.8352356,-0.16083992,0,2
0.30911255,13.736053,2.071008,8,6
0.61068726,9.135437,-0.18625581,1,2
0.31163025,13.748871,2.540369,9,6
0.49342346,10.950348,-0.22239816,2,5
0.31364441,13.805084,3.0159552,10,3
0.3331604,13.402893,-0.23452389,3,2
0.3135376,13.858124,3.4979415,11,5
0.31965637,13.6922,0.19514787,4,2
0.31434631,13.897766,3.9856253,12,5
0.3215332,13.714691,0.66519713,5,4
0.31629944,13.957214,4.4852004,13,7
0.32814026,13.700867,1.1358469,6,2
0.31863403,13.97467,4.9861126,14,5
0.32997131,13.724396,1.6029867,7,3
0.31983948,14.047119,5.5108943,15,5
0.72218323,7.8369141,-0.16089642,0,2
0.35084534,13.780823,2.0715537,8,8
0.64097595,9.1432495,-0.18768489,1,2
0.35412598,13.819702,2.5436792,9,6
0.529953,10.931091,-0.21822989,2,5
0.35649109,13.835815,3.0182385,10,5
0.37898254,13.401886,-0.23398817,3,2
0.35609436,13.896667,3.5021546,11,5
0.36689758,13.647522,0.20100522,4,2
0.35919189,13.940247,3.9916945,12,5
0.3706665,13.677887,0.66866863,5,2
0.35945129,13.991425,4.4911408,13,7
0.37117004,13.723633,1.134661,6,5
0.36306763,14.028259,4.9975967,14,5
0.37260437,13.755157,1.6023414,7,5
0.36357117,14.076996,5.5179844,15,5
0.74769592,7.8269043,-0.15781939,0,2
0.39616394,13.809692,2.0718498,8,6
0.67015076,9.14505,-0.18774784,1,2
0.39653015,13.860291,2.5454893,9,6
0.56724548,10.92746,-0.21715176,2,5
0.40144348,13.874481,3.0211966,10,5
0.42311096,13.390747,-0.23186171,3,4
0.40010071,13.955048,3.5087566,11,5
0.41096497,13.689972,0.19594395,4,2
0.40406799,13.986542,3.9983807,12,5
0.41230774,13.724304,0.66464317,5,4
0.4047699,14.033539,4.4985852,13,7
0.41552734,13.766296,1.13238,6,5
0.40830994,14.073975,5.0072985,14,5
0.41703796,13.797882,1.6014555,7,3
0.41035461,14.099182,5.523015,15,5
0.77534485,7.824646,-0.15683448,0,2
0.44100952,13.850342,2.0723293,8,6
0.70272827,9.1410828,-0.18645442,1,2
0.44413757,13.897064,2.5470881,9,6
0.60484314,10.917877,-0.21491587,2,5
0.44598389,13.924988,3.0251741,10,5
0.47145081,13.383606,-0.23037827,3,2
0.44819641,13.989624,3.5124798,11,5
0.45533752,13.732239,0.19088244,4,2
0.4499054,14.020813,4.0032158,12,5
0.45933533,13.762878,0.661322,5,4
0.45170593,14.095215,4.5097976,13,7
0.46038818,13.804871,1.1303167,6,5
0.45426941,14.111694,5.0152173,14,8
0.46437073,13.836578,1.6006427,7,5
0.45811462,14.150208,5.5357423,15,5
0.80082703,7.8376465,-0.16002166,0,2
0.48890686,13.882996,2.0726812,8,6
0.73423767,9.1271973,-0.18288696,1,2
0.48942566,13.937561,2.5488927,9,6
0.64317322,10.927795,-0.2165426,2,5
0.49427795,13.955505,3.0274472,10,5
0.51759338,13.374237,-0.22857273,3,2
0.49415588,14.023926,3.5162082,11,5
0.50314331,13.758667,0.18780041,4,2
0.49816895,14.059021,4.0086622,12,5
0.503479,13.817139,0.65657616,5,4
0.49864197,14.117371,4.5134678,13,7
0.50805664,13.839386,1.1284666,6,5
0.50090027,14.14151,5.0213537,14,5
0.50920105,13.882996,1.5996777,7,5
0.50430298,14.191376,5.545908,15,5
0.82792664,7.8197021,-0.15485871,0,2
0.53387451,13.931335,2.0732822,8,6
0.76487732,9.1287842,-0.18295228,1,2
0.5357666,13.961853,2.5498946,9,6
0.68049622,10.921814,-0.21507752,2,5
0.54000854,13.993744,3.0304046,10,5
0.56285095,13.380463,-0.22930419,3,2
0.54032898,14.058044,3.5199366,11,8
0.5486145,13.788757,0.18422711,4,2
0.54450989,14.092957,4.0134969,12,7
0.54914856,13.847321,0.65397418,5,4
0.54425049,14.170776,4.5231752,13,7
0.55381775,13.869659,1.1268394,6,5
0.54736328,14.178955,5.0292721,14,8
0.55435181,13.92926,1.5987124,7,5
0.55070496,14.234283,5.5565858,15,3
0.85435486,7.8132324,-0.15282643,0,2
0.57936096,13.975525,2.0738218,8,6
0.79582214,9.1243591,-0.18165505,1,2
0.58100891,14.014008,2.5523005,9,6
0.71809387,10.907837,-0.21206868,2,5
0.58326721,14.039642,3.0340466,10,5
0.60853577,13.378632,-0.22876632,3,2
0.58638,14.099976,3.524622,11,8
0.59446716,13.814697,0.18115008,4,2
0.58811951,14.138489,4.0201869,12,7
0.59396362,13.901215,0.64922798,5,4
0.59056091,14.216187,4.531373,13,7
0.59687805,13.911621,1.1245626,6,7
0.59321594,14.235718,5.0416465,14,5
0.60066223,13.955444,1.59814,7,5
0.59486389,14.27887,5.5677824,15,3
0.87962341,7.8027649,-0.14974749,0,2
0.62310791,14.011475,2.0742445,8,6
0.8249054,9.1256409,-0.18171656,1,4
0.62480164,14.05191,2.554009,9,6
0.7535553,10.899567,-0.21021283,2,5
0.62730408,14.073486,3.0366693,10,5
0.65324402,13.345032,-0.22314751,3,2
0.62998962,14.149536,3.5302701,11,5
0.63679504,13.872192,0.17410803,4,2
0.63137817,14.199707,4.0293455,12,8
0.63790894,13.927063,0.64698815,5,4
0.63508606,14.253448,4.5380669,13,7
0.63935852,13.973389,1.1211948,6,7
0.63764954,14.276611,5.0504608,14,8
0.64425659,13.99527,1.5972973,7,5
0.63990784,14.307892,5.574872,15,3
0.90449524,7.7998657,-0.14875591,0,2
0.66716003,14.045288,2.0746362,8,6
0.85449219,9.1151428,-0.17905295,1,2
0.66828918,14.103668,2.5564194,9,6
0.78837585,10.904907,-0.2110585,2,5
0.67323303,14.127197,3.0409851,10,5
0.69911194,13.275696,-0.21181738,3,2
0.67437744,14.187073,3.5344813,11,5
0.68103027,13.889832,0.1720283,4,2
0.67866516,14.229279,4.0335622,12,5
0.68110657,13.976593,0.64260375,5,4
0.68101501,14.259186,4.5387244,13,7
0.68556213,14.011169,1.1191306,6,5
0.68508911,14.309692,5.0574875,14,8
0.68791199,14.039001,1.5963757,7,5
0.68669128,14.361938,5.5886297,15,5
0.9329071,7.7700195,-0.14046228,0,2
0.71368408,14.083038,2.075084,8,6
0.8868866,9.1085815,-0.17730367,1,4
0.71784973,14.129456,2.5575161,9,4
0.82522583,10.906281,-0.21113598,2,5
0.72018433,14.160797,3.0436025,10,5
0.74674988,13.269562,-0.21064794,3,2
0.72398376,14.220673,3.5382042,11,5
0.72665405,13.939148,0.16597331,4,2
0.7256012,14.274475,4.0402465,12,5
0.72994995,14.010254,0.6396389,5,4
0.7301178,14.315979,4.54918,13,7
0.7325592,14.032867,1.1179392,6,5
0.73210144,14.362061,5.0689697,14,8
0.73674011,14.08078,1.5954832,7,5
0.73603821,14.423645,5.6044354,15,5
0.95881653,7.770874,-0.1405164,0,2
0.76272583,14.124695,2.0755875,8,6
0.91760254,9.1057129,-0.17645919,1,4
