x,y,z,ring,intensity
56.328506,9.0117798,1.8181573,8,18
7.6611176,0.69067383,0.21556342,1,14
55.560501,8.8731689,3.7443485,9,36
8.5372467,0.83789062,0.26715088,2,8
55.567459,8.8572693,5.6749611,10,40
9.6650543,1.0288086,0.33435428,3,15
55.537399,8.8448792,7.6114736,11,28
11.256943,1.2965698,0.41371691,4,8
55.529678,8.8265686,9.5628929,12,26
13.490891,1.6743469,0.53560686,5,10
55.552933,8.8233337,11.538527,13,26
16.774948,2.2268372,0.73913956,6,10
55.636917,8.8206787,13.552832,14,29
25.792526,3.7511902,0.96692693,7,8
6.9752045,0.55252075,0.17134261,0,10
56.400528,8.8259583,1.81838,8,18
7.667038,0.66720581,0.21510911,1,14
55.751846,8.7003784,3.7500889,9,37
8.5570221,0.81472778,0.26384771,2,8
55.717484,8.687439,5.6835022,10,40
9.6566925,0.99542236,0.33683455,3,15
55.676834,8.6637268,7.6229544,11,28
11.255051,1.2600403,0.41488123,4,8
55.756851,8.6699524,9.5908518,12,27
13.470993,1.6246643,0.53861046,5,10
16.766373,2.1694641,0.74047792,6,10
55.811447,8.6550903,13.583761,14,29
25.756363,3.6524963,0.96889329,7,7
6.9785767,0.5322876,0.17137003,0,10
56.591904,8.6494446,1.8185537,8,18
7.6612091,0.64297485,0.21756506,1,14
55.854324,8.521637,3.7528152,9,37
8.5460358,0.78515625,0.26722097,2,11
55.947342,8.519989,5.6976013,10,40
9.6440582,0.96298218,0.3400116,3,15
55.845535,8.4963074,7.6377606,11,28
11.257217,1.2224731,0.41549098,4,8
55.885849,8.4958801,9.6049671,12,27
13.4702,1.5804749,0.53951061,5,10
16.746201,2.1075745,0.74266803,6,10
55.966202,8.48526,13.610559,14,29
25.699387,3.5552063,0.9715696,7,7
6.9780579,0.51138306,0.17250347,0,10
56.748001,8.4859924,1.8187346,8,18
7.6572113,0.61911011,0.21953738,1,14
56.011429,8.3511658,3.7574742,9,37
8.5461273,0.76010132,0.26808977,2,11
55.976578,8.3386536,5.6978598,10,40
9.6468964,0.93307495,0.34040248,3,15
55.972885,8.3311157,7.6484108,11,28
11.235214,1.1846619,0.41945291,4,8
56.014297,8.3210144,9.6190948,12,27
13.463333,1.5353699,0.54104424,5,10
56.035294,8.3175049,11.608521,13,26
16.730835,2.0521851,0.7444315,6,10
56.066299,8.3058472,13.625759,14,29
25.645279,3.4632874,0.97410214,7,7
6.9868164,0.49304199,0.1708746,0,13
7.6567993,0.59698486,0.22053933,1,14
56.111282,8.1806335,3.7602122,9,37
8.5269928,0.73077393,0.27313244,2,8
56.152603,8.1704407,5.7083769,10,41
9.6435394,0.90377808,0.34183812,3,15
56.148422,8.1629333,7.6640749,11,28
11.221176,1.1465454,0.42230082,4,8
56.142166,8.1453552,9.6332378,12,27
13.465805,1.4940491,0.54152584,5,10
16.74527,1.9988098,0.7440908,6,7
56.21846,8.1438293,13.652567,14,29
25.599442,3.3687439,0.97636163,7,7
6.9766541,0.47073364,0.1747731,0,13
7.6641388,0.57495117,0.21960402,1,14
56.322647,8.0168457,3.7668171,9,37
8.5270844,0.70446777,0.27400613,2,8
56.288712,7.9950562,5.7161417,10,41
9.638382,0.8727417,0.34362662,3,15
56.280167,7.9871216,7.67518,11,29
11.218765,1.11026,0.42347383,4,8
56.367386,7.9838562,9.6612501,12,27
13.44487,1.4469604,0.54453647,5,10
16.733871,1.9415283,0.74558318,6,7
56.367752,7.9706726,13.678576,14,29
25.612473,3.2835083,0.97649539,7,7
6.977829,0.45019531,0.17535794,0,13
40.752823,5.4998169,1.8294706,8,9
7.6637115,0.55172729,0.22061062,1,14
56.494034,7.8457947,3.7720647,9,37
8.5387115,0.67996216,0.2723794,2,5
56.408401,7.8165283,5.7228141,10,41
9.6213989,0.83999634,0.34750772,3,12
56.454666,7.8168335,7.6908722,11,29
11.216187,1.0740662,0.42464864,4,5
56.466782,7.8022156,9.6715393,12,27
13.431625,1.4012146,0.54670858,5,10
56.512955,7.8025818,11.678637,13,27
16.736099,1.8863525,0.74609375,6,10
56.539688,7.8000793,13.70957,14,29
25.617325,3.197052,0.97691858,7,7
6.980835,0.42990112,0.17539167,0,13
7.6478577,0.52627563,0.22549832,1,14
56.58577,7.6621704,3.7745819,9,38
8.5231476,0.65142822,0.27659249,2,5
56.586777,7.6459045,5.7336493,10,41
9.6101532,0.80825806,0.3503449,3,15
56.679794,7.6529236,7.7119823,11,29
11.225266,1.0395813,0.42414856,4,5
56.620438,7.6280212,9.6896029,12,27
13.426086,1.3567505,0.54804194,5,10
16.728226,1.8297729,0.74731123,6,10
56.711136,7.628418,13.740582,14,29
25.625839,3.1112366,0.97720516,7,7
6.9837494,0.40963745,0.1754266,0,13
39.886246,5.094574,1.8304832,8,8
7.651123,0.50369263,0.22553742,1,14
56.748184,7.4880371,3.7795827,9,38
8.5268402,0.62579346,0.27663708,2,8
56.713272,7.4668274,5.7409015,10,41
9.6104584,0.77825928,0.35109293,3,15
56.739029,7.4640808,7.7156448,11,29
11.202805,1.0006104,0.42812312,4,5
56.746109,7.4488831,9.7037983,12,27
13.424332,1.3128967,0.54895771,5,10
16.712265,1.7721558,0.74909496,6,10
56.789078,7.4424438,13.751701,14,29
25.531113,3.0108643,0.98118794,7,7
6.9827881,0.38879395,0.17656744,0,13
39.695236,4.9303589,1.8308496,8,8
7.6504669,0.48052979,0.22654796,1,14
8.5110321,0.59744263,0.28085268,2,5
56.886612,7.2934875,5.7514873,10,42
9.60289,0.74719238,0.35323668,3,15
56.931595,7.2934875,7.7334571,11,29
11.207703,0.96563721,0.42818642,4,5
56.87117,7.2689819,9.718008,12,27
13.410583,1.267395,0.55113745,5,10
16.707932,1.7163391,0.75003755,6,10
57.009781,7.2758179,13.79352,14,30
25.479538,2.9172058,0.98361373,7,7
6.9741364,0.36700439,0.17991948,0,13
39.503555,4.7675476,1.8312221,8,17
7.649704,0.45739746,0.2275598,1,14
39.584549,4.774292,3.1836808,9,14
8.5067902,0.57080078,0.28256822,2,5
57.035721,7.1158752,5.760428,10,42
9.6069183,0.71777344,0.35329151,3,12
57.056656,7.1125793,7.744215,11,29
11.188919,0.92745972,0.43160582,4,5
57.092545,7.1112671,9.7460737,12,27
13.390762,1.221283,0.55395019,5,10
57.109756,7.0976562,11.76655,13,27
16.699478,1.6600037,0.75126469,6,10
57.133041,7.0947876,13.814621,14,30
25.415756,2.8223267,0.98646963,7,7
6.9730377,0.34625244,0.18106306,0,13
39.457047,4.6322021,1.8315022,8,25
7.64888,0.43429565,0.2285732,1,14
39.154556,4.5814209,3.1684225,9,13
8.5061493,0.54592896,0.28344882,2,5
57.186905,6.9475403,5.769639,10,42
9.6029816,0.68731689,0.35474193,3,12
57.179825,6.9406433,7.7549672,11,29
11.189377,0.89373779,0.4322288,4,5
13.37471,1.1758118,0.55634475,5,10
57.231827,6.9255676,11.784218,13,27
16.694412,1.6069641,0.75220847,6,10
57.29451,6.9179382,13.844028,14,30
25.347061,2.7316589,0.98946357,7,7
6.9774323,0.32723999,0.18054867,0,13
39.510147,4.5032043,1.8317459,8,8
7.6420441,0.41159058,0.23104024,1,14
38.936905,4.4256287,3.1605697,9,13
8.5056,0.51986694,0.28433359,2,8
57.338821,6.7685852,5.7788839,10,42
9.5909882,0.65740967,0.35758483,3,12
57.343155,6.7631836,7.7699103,11,29
11.18605,0.85778809,0.43341637,4,5
57.33992,6.7470398,9.7745609,12,28
13.377945,1.1351013,0.55663574,5,7
57.452347,6.7554932,11.819225,13,28
16.67366,1.5493164,0.75428581,6,10
57.473648,6.7524109,13.877577,14,30
25.282578,2.6377869,0.99232781,7,7
6.9762115,0.30651855,0.18169463,0,10
39.447678,4.3595886,1.8320636,8,8
7.631424,0.3873291,0.23448098,1,14
38.77504,4.271759,3.1546574,9,13
8.5068817,0.49404907,0.28480291,2,11
57.488266,6.5883789,5.7880039,10,42
9.5907745,0.62753296,0.35834181,3,12
57.501999,6.5842896,7.784452,11,29
11.178635,0.82138062,0.43516493,4,2
57.560989,6.5758667,9.8026867,12,28
13.361572,1.0898743,0.5590353,5,10
16.664581,1.4933167,0.75552261,6,10
57.595169,6.5687561,13.898716,14,30
25.174026,2.5390015,0.99675655,7,7
6.974884,0.28579712,0.18284202,0,10
7.6303558,0.36431885,0.23549819,1,14
38.580795,4.1152039,3.1476517,9,13
8.4886627,0.46585083,0.28944278,2,13
57.658859,6.4098206,5.7986608,10,43
9.5943756,0.59817505,0.3584038,3,15
57.648422,6.4028931,7.7977605,11,29
11.175064,0.78549194,0.43635666,4,2
13.362808,1.0468445,0.55954576,5,10
16.655319,1.4373779,0.75676239,6,10
57.716141,6.3842773,13.919872,14,30
25.120682,2.4477234,0.99920368,7,7
6.9658356,0.26422119,0.18619967,0,13
36.222519,3.709198,1.8344231,8,14
7.6330414,0.34179688,0.23554695,1,14
38.417679,3.9637756,3.1417506,9,13
8.4800262,0.43899536,0.29199946,2,13
57.828934,6.2301941,5.8093319,10,43
9.5841827,0.56716919,0.36090636,3,15
57.798203,6.2210083,7.8114991,11,30
11.17131,0.74972534,0.43755043,4,2
57.804886,6.2062988,9.8312597,12,28
13.344131,1.0015869,0.56216025,5,10
16.645828,1.3815308,0.75800538,6,10
57.93367,6.2104797,13.961779,14,30
25.059067,2.3558655,1.0019386,7,7
6.9608917,0.24301147,0.18845379,0,10
36.121811,3.5732727,1.8347578,8,21
7.6321106,0.31869507,0.2365669,1,14
38.234482,3.8107605,3.1351676,9,13
8.4794159,0.41290283,0.29289031,2,13
58.002762,6.0490112,5.8202953,10,43
9.5800629,0.53677368,0.36236537,3,15
57.991287,6.0422974,7.8298278,11,30
11.183533,0.71554565,0.43651104,4,2
58.024734,6.0306091,9.8594303,12,28
13.32959,0.95666504,0.56435692,5,10
57.938248,6.0155334,11.890162,13,28
16.632538,1.3250427,0.75953281,6,10
58.053879,6.0233459,13.982962,14,30
25.037186,2.2685852,1.0032604,7,7
6.9669647,0.22320557,0.18739545,0,13
36.067947,3.4439392,1.8350728,8,21
7.6192169,0.29443359,0.24049747,1,14
38.054276,3.6600647,3.1287274,9,13
8.4822845,0.38742065,0.29294884,2,13
58.124039,5.8619385,5.8276734,10,43
9.5715942,0.50616455,0.36452293,3,15
58.112259,5.8553162,7.8406835,11,30
11.167725,0.6784668,0.43938553,4,2
58.145218,5.8436584,9.8737507,12,28
13.322433,0.91299438,0.56571543,5,10
16.622635,1.2693787,0.760782,6,10
58.223618,5.8417969,14.014942,14,30
24.954971,2.1753845,1.0067126,7,7
6.9653473,0.2026062,0.18854749,0,13
36.22435,3.3375244,1.8352839,8,14
7.6178131,0.27151489,0.24152017,1,12
37.877457,3.5111084,3.1224294,9,26
8.4869843,0.36209106,0.29259205,2,11
58.342911,5.6946411,5.8419657,10,44
9.5688934,0.47625732,0.36563694,3,12
58.331497,5.6781006,7.8619547,11,30
11.16362,0.64276123,0.44058537,4,2
58.263992,5.665741,9.8880634,12,28
13.311188,0.868927,0.56749666,5,10
6.16008,0.11529541,2.7300806,13,2
16.612289,1.2165222,0.7620281,6,10
58.38887,5.6588135,14.046108,14,30
24.912186,2.0869446,1.0087516,7,7
6.9673767,0.18338013,0.18859375,0,10
7.6200714,0.25015259,0.24157166,1,12
37.711288,3.3710022,3.1165333,9,26
8.4681244,0.33566284,0.29723573,2,11
9.5620117,0.4473877,0.36744595,3,10
58.41066,5.4951477,7.8686543,11,30
11.139511,0.60681152,0.44457698,4,2
58.480759,5.4973145,9.916256,12,28
13.289658,0.8260498,0.57032537,5,10
16.605698,1.1641541,0.76299584,6,10
58.505875,5.4798584,14.06731,14,31
24.84877,2.0009766,1.0114932,7,7
6.9559479,0.16281128,0.19250679,0,13
7.6183929,0.22839355,0.24259412,1,12
37.544632,3.2320862,3.1106417,9,26
8.4608612,0.31051636,0.29937983,2,11
58.581528,5.3259583,5.8567681,10,44
9.5609283,0.41918945,0.36821139,3,10
58.568375,5.3196411,7.8836884,11,30
11.146774,0.57415771,0.44410038,4,2
13.271942,0.78372192,0.57273591,5,10
16.603165,1.1095276,0.76369214,6,10
24.804947,1.91745,1.01353,7,7
6.9503021,0.14190674,0.19476688,0,13
37.976456,3.1490173,1.8353041,8,7
7.6205902,0.2059021,0.2426511,1,14
37.370071,3.0871887,3.1044953,9,26
8.4692078,0.28561401,0.29819393,2,11
58.799728,5.1450806,5.8711286,10,44
9.548111,0.38842773,0.37107217,3,10
58.785904,5.1388245,7.905004,11,30
11.138351,0.53823853,0.44586492,4,2
58.717545,5.1173096,9.9449959,12,28
13.260208,0.74002075,0.57452393,5,10
58.82341,5.1226807,12.031046,13,29
16.592514,1.0541687,0.76495373,6,10
24.761185,1.8300781,1.0155814,7,7
6.9541321,0.12191772,0.19426692,0,10
38.235611,3.0436707,1.8355162,8,8
7.6034088,0.18161011,0.2475574,1,14
37.226822,2.9465332,3.0994549,9,26
8.4638214,0.25946045,0.29992723,2,8
58.918045,4.9534607,5.8785787,10,44
9.5430145,0.35848999,0.37254107,3,10
58.903885,4.9474182,7.9159312,11,30
11.149521,0.50421143,0.44483852,4,2
58.933609,4.9352722,9.973259,12,29
13.252304,0.69677734,0.57589436,5,10
16.573715,0.99819946,0.76678038,6,9
59.046097,4.9364929,14.171705,14,31
24.58577,1.7309875,1.0223076,7,7
6.9540558,0.1015625,0.19487262,0,10
38.227524,2.9126282,1.8358691,8,8
7.6093292,0.15951538,0.24664748,1,12
37.043198,2.8033752,3.0930424,9,26
8.477829,0.23504639,0.29749429,2,8
9.5417633,0.32891846,0.37331533,3,10
59.096512,4.7619324,7.9347811,11,30
11.125046,0.46694946,0.44884157,4,2
59.149033,4.7518616,10.001537,12,29
13.240265,0.65319824,0.57768691,5,10
16.566635,0.94345093,0.76776719,6,9
59.161636,4.7439575,14.192989,14,31
24.497574,1.6409302,1.0259227,7,7
6.9615936,0.081878662,0.1932708,0,13
37.03334,2.6793823,1.8367882,8,100
7.6074371,0.13671875,0.24767792,1,12
36.954605,2.6697693,3.0899396,9,26
8.4566803,0.20758057,0.30256462,2,5
59.252151,4.5765991,5.9004507,10,45
9.5384369,0.29925537,0.37443972,3,10
59.237015,4.5707397,7.948236,11,31
11.108337,0.43057251,0.45172906,4,2
13.236008,0.61044312,0.57864201,5,10
16.571274,0.88973999,0.76791441,6,9
59.276596,4.5507812,14.214287,14,31
24.428909,1.5531311,1.0288337,7,7
6.9441528,0.060089111,0.19884861,0,12
7.5977325,0.11331177,0.25064886,1,14
37.060745,2.552948,3.0935929,9,26
8.439209,0.18182373,0.30679917,2,5
9.5290985,0.26907349,0.3766104,3,10
59.45134,4.3950195,7.9695868,11,31
11.099258,0.39663696,0.45349658,4,2
59.38002,4.3746033,10.030369,12,29
13.211761,0.56607056,0.58169949,5,10
16.5616,0.83758545,0.76904047,6,9
59.488358,4.3648071,14.256346,14,31
24.355606,1.4696045,1.0318784,7,6
6.9380341,0.040374756,0.20111156,0,10
37.209091,2.4478455,1.8374031,8,83
7.6072083,0.09262085,0.24877048,1,12
37.158035,2.4410706,3.0969622,9,39
8.4412689,0.15646362,0.30687129,2,5
9.5077667,0.23953247,0.38086736,3,15
59.566818,4.1999207,7.9805732,11,31
11.082291,0.36047363,0.45638776,4,2
59.589737,4.1872559,10.05814,12,29
13.203064,0.52526855,0.5830729,5,10
59.691238,4.1911011,12.171638,13,30
16.559921,0.78341675,0.76961529,6,9
59.698746,4.187561,14.298393,14,31
24.326187,1.3859558,1.0333827,7,6
8.5994415,0.168396,3.7000875,15,0
6.9395905,0.020233154,0.20116985,0,12
37.332535,2.33078,1.8377177,8,22
7.5934601,0.069000244,0.25271308,1,12
37.259415,2.3226013,3.100497,9,39
8.4354248,0.13052368,0.30861175,2,5
9.5041351,0.20999146,0.38199651,3,15
59.741165,4.0085449,7.9978204,11,31
11.084946,0.32589722,0.45648849,4,2
59.802811,3.9988403,10.086481,12,29
13.184448,0.48168945,0.58550477,5,10
16.534164,0.72753906,0.77187812,6,9
59.839127,3.9935303,14.325546,14,32
24.312393,1.3036804,1.0343258,7,6
6.9372711,-0.00015258789,0.20233345,0,10
37.513412,2.217041,1.8380172,8,7
7.5873871,0.046051025,0.25471818,1,14
37.356461,2.2031555,3.1039033,9,39
8.4294891,0.10461426,0.31035352,2,8
59.912186,3.8198853,5.9443517,10,46
9.5023346,0.18066406,0.38277912,3,15
59.891037,3.8143311,8.0125847,11,31
11.071671,0.29022217,0.45882511,4,5
59.916519,3.8018494,10.100964,12,29
13.177597,0.43908691,0.58667922,5,10
16.512192,0.67211914,0.77386284,6,9
24.230545,1.2167664,1.0376757,7,6
6.9425201,-0.020050049,0.20129025,0,10
37.913467,2.1172791,1.8382361,8,7
7.5850983,0.023406982,0.25575519,1,12
37.453079,2.0830688,3.1073194,9,26
8.4117432,0.077972412,0.31459665,2,11
9.5043793,0.15158081,0.38286734,3,15
60.103806,3.6234131,8.034029,11,31
11.058289,0.25457764,0.4611634,4,2
60.029556,3.6041565,10.115463,12,29
13.172562,0.39663696,0.58764625,5,10
60.128799,3.6071472,12.242756,13,31
16.499985,0.61755371,0.77514875,6,9
60.13353,3.6037903,14.383217,14,32
24.088516,1.1264343,1.0431476,7,6
6.9323578,-0.040924072,0.20466435,0,10
37.945999,1.9906616,1.8386219,8,7
7.5827332,0.00079345703,0.25679374,1,10
37.545334,1.9620972,3.1106074,9,13
8.4075775,0.052337646,0.31592476,2,13
9.4984436,0.12203979,0.38434958,3,15
60.315933,3.4310913,8.0554886,11,31
11.056625,0.21984863,0.46182871,4,5
13.15947,0.35379028,0.58945489,5,10
16.495529,0.56359863,0.77587628,6,9
24.073807,1.0451965,1.0441027,7,6
6.9279633,-0.06237793,0.20638692,0,10
38.177719,1.8762817,1.8389366,8,8
7.5764618,-0.023193359,0.25880599,1,12
37.653519,1.8351135,3.1144774,9,26
8.4072113,0.026977539,0.31642091,2,13
60.345383,3.2298889,5.9735808,10,46
9.4767914,0.090087891,0.38862288,3,15
60.428787,3.2209473,8.0665874,11,31
11.050888,0.18487549,0.4630543,4,5
13.144333,0.30880737,0.59148252,5,10
16.482925,0.50918579,0.77716815,6,9
24.011154,0.95727539,1.0467689,7,6
6.9272614,-0.082580566,0.20700359,0,12
38.205826,1.7419128,1.8393641,8,8
7.5739288,-0.04574585,0.25984693,1,12
37.772842,1.714447,3.118752,9,26
8.4049072,0.00021362305,0.31733918,2,13
9.4686737,0.060546875,0.39045656,3,15
60.540298,3.0203857,8.0776672,11,31
11.04512,0.14825439,0.46428752,4,5
13.140854,0.26669312,0.59224713,5,10
16.462143,0.45443726,0.77902436,6,9
60.758347,3.0122986,14.509726,14,33
23.979874,0.87557983,1.0482972,7,6
6.9283295,-0.10165405,0.20706606,0,10
7.5635071,-0.067626953,0.26282382,1,12
37.86351,1.5978699,3.1220491,9,26
8.4042816,-0.023834229,0.3178345,2,13
9.4662933,0.032867432,0.39124286,3,15
60.749863,2.8348083,8.099144,11,32
11.023193,0.11425781,0.46774411,4,5
60.869888,2.8379211,10.229092,12,30
13.125168,0.22610474,0.5942657,5,10
16.460953,0.40356445,0.77947164,6,9
23.928146,0.79705811,1.0505216,7,6
6.9331818,-0.12054443,0.20602548,0,10
38.31517,1.5014343,1.8401396,8,8
7.5743256,-0.088287354,0.2604717,1,8
37.965775,1.4812927,3.1257696,9,40
8.38797,-0.048675537,0.32166326,2,13
9.4637909,0.0051574707,0.39203048,3,15
60.958878,2.6478577,8.120636,11,32
11.024887,0.081604004,0.46785331,4,5
13.123245,0.18630981,0.59481788,5,7
16.455765,0.349823,0.78021145,6,9
23.205399,0.68539429,1.0764425,7,6
6.9284363,-0.14089966,0.20774949,0,10
38.465469,1.3787842,1.8405282,8,8
7.5754395,-0.11062622,0.2605474,1,6
38.079941,1.3582458,3.1299362,9,40
8.3853149,-0.074035645,0.32258189,2,13
9.4612732,-0.023925781,0.39282501,3,15
11.022629,0.047058105,0.46852851,4,5
13.095474,0.14321899,0.59810627,5,10
16.446396,0.29595947,0.78123474,6,9
23.197128,0.60803223,1.0771282,7,6
6.9293518,-0.16098022,0.20781875,0,7
7.5842285,-0.13265991,0.25868666,1,6
38.173721,1.2335205,3.1334219,9,13
8.3766937,-0.099639893,0.32475114,2,13
9.4507904,-0.053344727,0.39501274,3,12
11.016281,0.012329102,0.46976376,4,2
13.085434,0.10110474,0.599509,5,10
16.436813,0.2421875,0.78226125,6,9
23.136673,0.5284729,1.0796506,7,6
6.9302216,-0.18109131,0.20788932,0,5
44.559891,1.3683472,1.8394389,8,12
7.5696716,-0.15563965,0.26264107,1,6
8.391449,-0.12423706,0.32192457,2,13
9.4520111,-0.082244873,0.39511454,3,12
11.001877,-0.022613525,0.47211695,4,2
13.075256,0.059051514,0.60091412,5,10
16.415085,0.1880188,0.78413141,6,9
23.083908,0.44967651,1.0818944,7,6
6.9194794,-0.2015686,0.21127248,0,7
44.449936,1.212677,1.840017,8,12
7.5666656,-0.17810059,0.26368976,1,6
8.3845978,-0.14968872,0.32368064,2,13
9.4452667,-0.11141968,0.3966099,3,12
10.999252,-0.057037354,0.47279787,4,2
13.076843,0.017547607,0.60106337,5,10
16.401169,0.13427734,0.78544402,6,9
23.01088,0.37051392,1.0848457,7,6
6.9317322,-0.22125244,0.20803416,0,5
7.5694122,-0.2003479,0.26328647,1,8
8.3659515,-0.17550659,0.32793617,2,13
9.4364471,-0.14059448,0.39845467,3,15
10.996475,-0.091461182,0.47348094,4,2
13.092209,-0.023529053,0.59974766,5,7
16.383041,0.080505371,0.78703952,6,9
22.953568,0.29238892,1.0872366,7,6
6.9212189,-0.24185181,0.21141958,0,5
7.5666046,-0.22293091,0.2643379,1,8
8.3553925,-0.20111084,0.33052766,2,13
9.4436188,-0.16943359,0.3975178,3,15
10.982071,-0.12637329,0.47583973,4,2
13.064041,-0.066192627,0.60304666,5,10
16.381058,0.027038574,0.78751719,6,9
22.904312,0.21456909,1.0893493,7,6
6.9217987,-0.26190186,0.21149492,0,5
7.5788727,-0.24493408,0.26151562,1,8
8.3521729,-0.22625732,0.33145475,2,13
9.4326019,-0.19857788,0.39971364,3,15
10.971161,-0.16088867,0.4776423,4,2
13.049271,-0.10806274,0.60488021,5,10
16.382523,-0.026000977,0.78771806,6,9
22.866409,0.13775635,1.0910432,7,6
6.9146271,-0.28213501,0.21377861,0,5
7.5678101,-0.26754761,0.26450706,1,8
43.547623,0.58462524,3.3216403,9,18
8.3488922,-0.25140381,0.33238316,2,13
9.4313507,-0.22744751,0.40017176,3,15
10.960114,-0.19534302,0.47944641,4,2
13.04631,-0.14956665,0.60545838,5,10
16.351883,-0.079742432,0.79016268,6,9
22.812241,0.060882568,1.0933033,7,5
8.0265045,-0.25595093,3.5535781,15,0
6.92276,-0.30203247,0.21164942,0,5
7.5547333,-0.29013062,0.26798403,1,6
43.231094,0.43054199,3.3111267,9,17
